id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	score<Avg. pub. year>	description	url
39	Cavalcanti-Bandos (2021)	-2.3387	-0.9329	11	75	97	32	2021	<b>Provision of education for sustainability development and sustainability literacy in business programs in three higher education institutions in Brazil, Colombia and Peru</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2021<br>Citations: 32	https://doi.org/10.1108/ijshe-07-2020-0247
40	Caeiro (2020)	-2.3317	-0.8957	11	132	241	175	2020	<b>Sustainability Assessment and Benchmarking in Higher Education Institutions-A Critical Reflection</b><br><i>Sustainability (Switzerland)</i><br>Year: 2020<br>Citations: 175	https://doi.org/10.3390/su12020543
41	Huang (2024)	-0.3785	2.4478	6	82	101	8	2024	<b>To know, feel and do: an instructional practice of higher education for sustainable development</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2024<br>Citations: 8	https://doi.org/10.1108/ijshe-11-2022-0355
42	Keryan (2020)	0.3613	2.4623	5	167	231	4	2020	<b>UNESCO's Education for Sustainable Development Framework and the Reality of University-Community Cooperation in the Caucasus Mountain Region</b><br><i>Mountain Research and Development</i><br>Year: 2020<br>Citations: 4	https://doi.org/10.1659/mrd-journal-d-20-00023.1
43	Eweida (2025)	-0.7401	2.4501	6	9	12	9	2025	<b>Video-Based Climate Change Program Boosts Eco-Cognizance, Emotional Response and Self-Efficacy in Rural Nursing Students: Randomised Controlled Trial</b><br><i>Journal of Advanced Nursing</i><br>Year: 2025<br>Citations: 9	https://doi.org/10.1111/jan.16790
44	Park (2025)	-0.3702	2.5957	6	23	28	1	2025	<b>Case Study for Planning Education: Lessons from Incorporating an Interdisciplinary Teaching Approach and APA Trend Reports in Capstone Planning Studios</b><br><i>Sustainability (Switzerland)</i><br>Year: 2025<br>Citations: 1	https://doi.org/10.3390/su17031294
45	Gomera (2021)	-2.4553	-1.0111	11	49	53	13	2021	<b>Combining Management, Education and Participation for the Transformation of Universities towards Sustainability: The Trebol Programme</b><br><i>Sustainability (Switzerland)</i><br>Year: 2021<br>Citations: 13	https://doi.org/10.3390/su13115959
46	Xiao (2024)	-1.2085	2.1523	7	143	237	4	2024	<b>Developing and validating a scale to measure tertiary students' sustainability competence in extracurricular settings in Asia</b><br><i>Cogent Education</i><br>Year: 2024<br>Citations: 4	https://doi.org/10.1080/2331186x.2024.2334107
47	Balakrishnan (2021)	0.4585	2.5612	5	130	169	20	2021	<b>Education for sustainable development in Japan and Malaysia: a comparative study among engineering undergraduates</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2021<br>Citations: 20	https://doi.org/10.1108/ijshe-08-2020-0301
48	Nikolić (2017)	-2.2588	-0.8895	11	93	158	8	2017	<b>ESD professional development of university educators in Serbia, Croatia and Macedonia: A comparative analysis</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2017<br>Citations: 8	https://doi.org/10.1108/ijshe-02-2016-0036
49	Hemmer (2024)	-1.3071	2.2061	7	142	210	3	2024	<b>ESD training for university teachers: which is more effective, the face-to-face or digital format? Results of an intervention study</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2024<br>Citations: 3	https://doi.org/10.1108/ijshe-05-2023-0178
50	Wilhelm (2019)	-1.2331	2.1618	7	209	577	116	2019	<b>Implementing Competence Orientation: Towards Constructively Aligned Education for Sustainable Development in University-Level Teaching-And-Learning</b><br><i>Sustainability (Switzerland)</i><br>Year: 2019<br>Citations: 116	https://doi.org/10.3390/su11071891
51	Galvão (2021)	-1.2936	2.2402	7	122	150	14	2021	<b>Inquiry in higher education for sustainable development: crossing disciplinary knowledge boundaries</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2021<br>Citations: 14	https://doi.org/10.1108/ijshe-02-2020-0068
52	Trechsel (2018)	-2.3313	-0.7975	11	194	386	29	2018	<b>Mainstreaming Education for Sustainable Development at a Swiss University: Navigating the Traps of Institutionalization</b><br><i>Higher Education Policy</i><br>Year: 2018<br>Citations: 29	https://doi.org/10.1057/s41307-018-0102-z
53	Syed-Abdullah (2023)	-0.4712	2.3926	6	71	85	11	2023	<b>Narratives on Education for Sustainable Development in Malaysian Universities</b><br><i>Sustainability (Switzerland)</i><br>Year: 2023<br>Citations: 11	https://doi.org/10.3390/su151713110
54	Li (2023)	-1.288	2.2033	7	206	368	8	2023	<b>Optimizing Higher Education for Sustainable Development through the Design and Implementation of the Global Engagement Program</b><br><i>Sustainability (Switzerland)</i><br>Year: 2023<br>Citations: 8	https://doi.org/10.3390/su151310098
55	Zhong (2026)	-2.3816	-0.8698	11	144	196	2	2026	<b>Sustainable development education's pathways and influencing factors for enhancing sustainability behaviors: a survey of Chinese university students</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2026<br>Citations: 2	https://doi.org/10.1108/ijshe-03-2024-0213
56	Alkaabi (2023)	-0.3733	2.4309	6	66	87	10	2023	<b>Sustainable Development Goals from Theory to Practice Using Spatial Data Infrastructure: A Case Study of UAEU Undergraduate Students</b><br><i>Sustainability (Switzerland)</i><br>Year: 2023<br>Citations: 10	https://doi.org/10.3390/su151612394
57	Sá Farinha (2020)	-2.3173	-0.859	11	125	216	25	2020	<b>Universities speak up regarding the implementation of sustainable development challenges: The case of Portugal</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2020<br>Citations: 25	https://doi.org/10.1108/ijshe-08-2019-0250
58	Du (2022)	0.4766	2.7018	5	12	16	22	2022	<b>University Teachers' Change Readiness to Implement Education for Sustainable Development through Participation in a PBL-Based PD Program</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 22	https://doi.org/10.3390/su141912079
59	Oberrauch (2021)	0.4508	2.4815	5	214	373	18	2021	<b>“I wanted a profession that makes a difference”—An online survey of first-year students’ study choice motives and sustainability-related attributes</b><br><i>Sustainability (Switzerland)</i><br>Year: 2021<br>Citations: 18	https://doi.org/10.3390/su13158273
60	Chen (2025)	-0.3886	2.3919	6	58	74	1	2025	<b>Assessing knowledge, attitudes and behaviours for sustainable development: a case study of Tibet University</b><br><i>Discover Sustainability</i><br>Year: 2025<br>Citations: 1	https://doi.org/10.1007/s43621-025-01437-w
61	Al-Nuaimi (2022)	-2.3567	-0.8292	11	170	310	40	2022	<b>Assessment of Knowledge, Attitude and Practice towards Sustainability Aspects among Higher Education Students in Qatar</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 40	https://doi.org/10.3390/su142013149
62	Saleem (2023)	-2.4483	-0.8243	11	92	140	36	2023	<b>Education for sustainable development and sustainability consciousness: evidence from Malaysian universities</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2023<br>Citations: 36	https://doi.org/10.1108/ijshe-05-2021-0198
63	Amado (2017)	-2.3741	-0.7981	11	142	218	18	2017	<b>Engaging teacher educators with the sustainability agenda: A case study of a pilot professional development program from Ethiopia</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2017<br>Citations: 18	https://doi.org/10.1108/ijshe-02-2016-0029
64	Pacheco (2019)	-1.1615	2.0175	7	46	52	10	2019	<b>Impactful engineering education through sustainable energy collaborations with public and private entities</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2019<br>Citations: 10	https://doi.org/10.1108/ijshe-10-2018-0166
65	Fuertes Camacho (2019)	-1.235	2.1814	7	205	495	148	2019	<b>Integrating Sustainability into Higher Education Curricula through the Project Method, a Global Learning Strategy</b><br><i>Sustainability (Switzerland)</i><br>Year: 2019<br>Citations: 148	https://doi.org/10.3390/su11030767
66	Liu (2022)	-0.448	2.4284	6	123	159	40	2022	<b>Integrating sustainability themes for enhancing interdisciplinarity: a case study of a comprehensive research university in Japan</b><br><i>Asia Pacific Education Review</i><br>Year: 2022<br>Citations: 40	https://doi.org/10.1007/s12564-022-09788-z
67	Shah (2022)	-2.4846	-0.9028	11	86	105	14	2022	<b>Teacher Views on Teaching Sustainability in Higher Education Institutes in Australia</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 14	https://doi.org/10.3390/su14148431
68	Abdullahi (2024)	-2.3725	-0.9063	11	180	283	7	2024	<b>The impact of education for sustainable development on university students' sustainability behavior: a case study from undergraduate students in Somalia</b><br><i>Frontiers in Education</i><br>Year: 2024<br>Citations: 7	https://doi.org/10.3389/feduc.2024.1413687
69	Goggins (2022)	-2.276	-0.7397	11	52	59	33	2022	<b>The Role of Community-Engaged Learning in Engineering Education for Sustainable Development</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 33	https://doi.org/10.3390/su14138208
70	Moreno-Pino (2022)	-1.273	2.2527	7	114	141	20	2022	<b>Training in Mathematics Education from a Sustainability Perspective: A Case Study of University Teachers' Views</b><br><i>Education Sciences</i><br>Year: 2022<br>Citations: 20	https://doi.org/10.3390/educsci12030199
71	Liu (2025)	0.4572	2.4167	5	76	85	0	2025	<b>What Can Cooperative Learning Do? Embedding the SDGs in University Physical Education in China</b><br><i>European Journal of Education</i><br>Year: 2025<br>Citations: 0	https://doi.org/10.1111/ejed.70339
72	Weng (2020)	-1.1833	2.1138	7	88	143	37	2020	<b>A Novel Improvement Strategy of Competency for Education for Sustainable Development (ESD) of University Teachers Based on Data Mining</b><br><i>Sustainability (Switzerland)</i><br>Year: 2020<br>Citations: 37	https://doi.org/10.3390/su12072679
73	Dzambo (2020)	-0.7683	2.4109	6	10	13	6	2020	<b>An interactive online course in climate and climate change</b><br><i>Bulletin of the American Meteorological Society</i><br>Year: 2020<br>Citations: 6	https://doi.org/10.1175/bams-d-19-0271.1
74	Velázquez Contreras (2015)	-2.272	-0.8546	11	101	144	4	2015	<b>Designing a distance learning sustainability bachelor's degree</b><br><i>Environment, Development and Sustainability</i><br>Year: 2015<br>Citations: 4	https://doi.org/10.1007/s10668-015-9622-5
75	Vik (2025)	-1.2384	2.2033	7	190	373	0	2025	<b>Educating planners for sustainable development: perspectives from Norway</b><br><i>Planning Practice and Research</i><br>Year: 2025<br>Citations: 0	https://doi.org/10.1080/02697459.2025.2563864
76	Liu (2025)	-0.5228	2.3034	6	43	47	2	2025	<b>Enhancing Student Behavior with the Learner-Centered Approach in Sustainable Hospitality Education</b><br><i>Sustainability (Switzerland)</i><br>Year: 2025<br>Citations: 2	https://doi.org/10.3390/su17093821
77	Colón-Flores (2023)	-0.4933	2.4731	6	102	155	7	2023	<b>Environmental, Social and Economic Attitudes and Sustainable Knowledge on the Sustainable Behaviour of Engineering Students: An Analysis Based on Attitudes towards Teachers</b><br><i>Sustainability (Switzerland)</i><br>Year: 2023<br>Citations: 7	https://doi.org/10.3390/su151813537
78	Jia (2019)	-2.3039	-0.8368	11	172	321	17	2019	<b>Establishing transdisciplinary minor programme as a way to embed sustainable development into higher education system: Case by Tongji University, China</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2019<br>Citations: 17	https://doi.org/10.1108/ijshe-05-2018-0095
79	Demssie (2023)	-1.2923	2.1556	7	195	398	47	2023	<b>Fostering students' systems thinking competence for sustainability by using multiple real-world learning approaches</b><br><i>Environmental Education Research</i><br>Year: 2023<br>Citations: 47	https://doi.org/10.1080/13504622.2022.2141692
80	Collado (2022)	-2.3873	-1.0376	11	47	51	25	2022	<b>Innovation for environmental sustainability: longitudinal effects of an education for sustainable development intervention on university students' pro-environmentalism</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2022<br>Citations: 25	https://doi.org/10.1108/ijshe-07-2021-0315
81	Wendlandt Amezaga (2022)	-2.357	-0.9832	11	84	112	32	2022	<b>Measuring sustainable development knowledge, attitudes, and behaviors: evidence from university students in Mexico</b><br><i>Environment, Development and Sustainability</i><br>Year: 2022<br>Citations: 32	https://doi.org/10.1007/s10668-021-01467-0
82	Nikolić (2020)	-2.3609	-0.8448	11	197	398	24	2020	<b>Students' attitudes towards sustainable development in Serbia</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2020<br>Citations: 24	https://doi.org/10.1108/ijshe-11-2019-0336
83	Zwolińska-Glądys (2022)	-0.4427	2.4624	6	163	252	47	2022	<b>Sustainable Development in Education from Students' Perspective-Implementation of Sustainable Development in Curricula</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 47	https://doi.org/10.3390/su14063398
84	Guerra (2024)	0.4208	2.5653	5	116	165	6	2024	<b>Teacher's agency in education for sustainable development: an East-West collaborative Erasmus programme using Q methodology</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2024<br>Citations: 6	https://doi.org/10.1108/ijshe-05-2023-0155
85	Badea (2020)	-2.3513	-0.8729	11	222	470	53	2020	<b>The Impact of Education for Sustainable Development on Romanian Economics and Business Students' Behavior</b><br><i>Sustainability (Switzerland)</i><br>Year: 2020<br>Citations: 53	https://doi.org/10.3390/su12198169
86	Ling (2021)	-2.4178	-0.8827	11	107	133	15	2021	<b>The Influence of Instructional Delivery Modality on Sustainability Literacy</b><br><i>Sustainability (Switzerland)</i><br>Year: 2021<br>Citations: 15	https://doi.org/10.3390/su131810274
87	Holst (2024)	0.4179	2.459	5	190	306	27	2024	<b>Whole Institution Approach: measurable and highly effective in empowering learners and educators for sustainability</b><br><i>Sustainability Science</i><br>Year: 2024<br>Citations: 27	https://doi.org/10.1007/s11625-024-01506-5
88	Abdullah (2026)	-1.4392	2.1063	7	38	41	0	2026	<b>Advancing sustainable islamic management education through education for sustainable development</b><br><i>Discover Sustainability</i><br>Year: 2026<br>Citations: 0	https://doi.org/10.1007/s43621-025-02571-1
89	Paulauskaite-Taraseviciene (2022)	-1.3268	2.1299	7	142	211	26	2022	<b>Assessing Education for Sustainable Development in Engineering Study Programs: A Case of AI Ecosystem Creation</b><br><i>SUSTAINABILITY</i><br>Year: 2022<br>Citations: 26	https://doi.org/10.3390/su14031702
90	Boman (2025)	-1.2373	2.0978	7	152	234	5	2025	<b>Building learning pathways to enhance education for sustainable development (ESD), quality and relevance</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2025<br>Citations: 5	https://doi.org/10.1108/ijshe-10-2024-0764
91	O'Neill (2024)	-2.2528	-0.6805	11	42	43	1	2024	<b>Changing focus: making sustainability a major theme in existing university modules</b><br><i>Discover Sustainability</i><br>Year: 2024<br>Citations: 1	https://doi.org/10.1007/s43621-024-00442-9
92	Guerra (2025)	-0.4549	2.5013	6	69	88	1	2025	<b>Climate action in higher education: advancing sustainable development through an international research consortium</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2025<br>Citations: 1	https://doi.org/10.1108/ijshe-01-2025-0068
93	Risopoulos-Pichler (2020)	-1.172	2.1733	7	121	140	57	2020	<b>Competences for solving complex problems: A cross-sectional survey on higher education for sustainability learning and transdisciplinarity</b><br><i>Sustainability (Switzerland)</i><br>Year: 2020<br>Citations: 57	https://doi.org/10.3390/su12156016
94	Hoinle (2021)	0.6086	2.3462	5	36	37	33	2021	<b>Creating Transdisciplinary Teaching Spaces. Cooperation of Universities and Non-University Partners to Design Higher Education for Regional Sustainable Transition</b><br><i>Sustainability (Switzerland)</i><br>Year: 2021<br>Citations: 33	https://doi.org/10.3390/su13073680
95	Kjellgren (2021)	-1.3123	2.1959	7	150	208	51	2021	<b>Education for a Sustainable Future: Strategies for Holistic Global Competence Development at Engineering Institutions</b><br><i>Sustainability (Switzerland)</i><br>Year: 2021<br>Citations: 51	https://doi.org/10.3390/su132011184
96	Cottafava (2019)	0.4554	2.4487	5	207	369	125	2019	<b>Education of sustainable development goals through students’ active engagement: A transformative learning experience</b><br><i>Sustainability Accounting, Management and Policy Journal</i><br>Year: 2019<br>Citations: 125	https://doi.org/10.1108/sampj-05-2018-0152
97	Décamps (2021)	-2.3241	-0.8971	11	183	339	15	2021	<b>Fostering Knowledge of the Sustainable Development Goals in Universities: The Case of Sulitest</b><br><i>Sustainability (Switzerland)</i><br>Year: 2021<br>Citations: 15	https://doi.org/10.3390/su132313215
98	Ma (2022)	-0.9505	1.9193	7	4	4	9	2022	<b>Increasing Sustainability Literacy for Environmental Design Students: A Transdisciplinary Learning Practice</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 9	https://doi.org/10.3390/su141912379
99	Sundermann (2022)	-2.2538	-0.8386	11	80	99	12	2022	<b>Meaning-making in higher education for sustainable development: undergraduates' long-term processes of experiencing and learning</b><br><i>Environmental Education Research</i><br>Year: 2022<br>Citations: 12	https://doi.org/10.1080/13504622.2022.2069679
100	Macagno (2024)	-1.2768	2.1567	7	217	524	19	2024	<b>Nurturing Sustainability Changemakers through Transformative Learning Using Design Thinking: Evidence from an Exploratory Qualitative Study</b><br><i>Sustainability (Switzerland)</i><br>Year: 2024<br>Citations: 19	https://doi.org/10.3390/su16031243
101	Schiano-Phan (2022)	-1.2617	-2.1768	13	0	0	10	2022	<b>Pedagogy Pro-Design and Climate Literacy: Teaching Methods and Research Approaches for Sustainable Architecture</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 10	https://doi.org/10.3390/su14116791
102	Aikowe (2023)	-2.3297	-0.9741	11	54	73	22	2023	<b>Pro-environmental awareness of university students - assessment through sustainability literacy test</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2023<br>Citations: 22	https://doi.org/10.1108/ijshe-06-2021-0219
103	Garcia-Hernandez (2025)	-0.3835	2.4124	6	82	101	0	2025	<b>Structural Equation Model for Assessing Relationship Between Green Skills and Sustainable Entrepreneurial Intentions</b><br><i>Sustainability (Switzerland)</i><br>Year: 2025<br>Citations: 0	https://doi.org/10.3390/su17209306
104	Hueske (2022)	-2.3058	-0.9221	11	182	288	42	2022	<b>Sustainable development in higher education in Nordic countries: exploring E-Learning mechanisms and SDG coverage in MOOCs</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2022<br>Citations: 42	https://doi.org/10.1108/ijshe-07-2020-0276
105	Chinedu (2023)	-1.2777	2.209	7	161	285	26	2023	<b>Teaching and Learning Approaches: Curriculum Framework for Sustainability Literacy for Technical and Vocational Teacher Training Programmes in Malaysia</b><br><i>Sustainability (Switzerland)</i><br>Year: 2023<br>Citations: 26	https://doi.org/10.3390/su15032543
106	de Kraker (2017)	-2.1637	-0.9913	11	33	40	20	2017	<b>The European virtual seminar on sustainable development as an opportunity for staff ESD competence development within university curricula</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2017<br>Citations: 20	https://doi.org/10.1108/ijshe-03-2016-0040
107	Hakam (2025)	-2.5179	-0.9336	11	29	33	4	2025	<b>The impact of sustainability literacy, social support, and attitudes towards innovation on sustainable energy consumption among Indonesian youth</b><br><i>Frontiers in Sustainable Cities</i><br>Year: 2025<br>Citations: 4	https://doi.org/10.3389/frsc.2025.1606031
108	Al-Hazaima (2025)	-2.42	-0.7976	11	61	79	14	2025	<b>The integration of education for sustainable development into accounting education: stakeholders' salience perspectives</b><br><i>Journal of Public Budgeting, Accounting and Financial Management</i><br>Year: 2025<br>Citations: 14	https://doi.org/10.1108/jpbafm-06-2023-0105
109	Mercer (2017)	-0.2616	2.6499	6	41	46	70	2017	<b>The use of educational game design and play in higher education to influence sustainable behaviour</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2017<br>Citations: 70	https://doi.org/10.1108/ijshe-03-2015-0064
110	McKeown (2022)	0.4789	2.4589	5	59	61	8	2022	<b>A Critical Reflection on Online Teaching for Sustainability</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 8	https://doi.org/10.3390/su142113905
111	Maruyama (2022)	-2.3138	-0.6347	11	27	31	6	2022	<b>A Deep Transformative Dimension of ESD in Japanese University: From Experiential to Emancipatory Learning in Online and Offline Environments</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 6	https://doi.org/10.3390/su141710732
112	Miguel (2020)	-1.2093	2.2038	7	162	292	47	2020	<b>Assessment of the Development of Professional Skills in University Students: Sustainability and Serious Games</b><br><i>SUSTAINABILITY</i><br>Year: 2020<br>Citations: 47	https://doi.org/10.3390/su12031014
113	Ariza (2023)	-2.2861	-0.9892	11	52	56	20	2023	<b>Bringing Project-Based Learning into Renewable and Sustainable Energy Education: A Case Study on the Development of the Electric Vehicle EOLO</b><br><i>Sustainability (Switzerland)</i><br>Year: 2023<br>Citations: 20	https://doi.org/10.3390/su151310275
114	Hijazi (2025)	-0.5966	2.4332	6	31	40	3	2025	<b>Climate literacy for students in higher education: a case study from the University of the West of England (UWE), Bristol, in the United Kingdom</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2025<br>Citations: 3	https://doi.org/10.1108/ijshe-07-2024-0455
115	Wall (2026)	-1.2501	2.2579	7	105	115	2	2026	<b>Drama as a transformational capability of sustainability science</b><br><i>SUSTAINABILITY SCIENCE</i><br>Year: 2026<br>Citations: 2	https://doi.org/10.1007/s11625-025-01751-2
116	Adefila (2021)	0.4904	2.4688	5	177	260	31	2021	<b>Ecologized Collaborative Online International Learning: Tackling Wicked Sustainability Problems through Education for Sustainable Development</b><br><i>Journal of Teacher Education for Sustainability</i><br>Year: 2021<br>Citations: 31	https://doi.org/10.2478/jtes-2021-0004
117	Acosta-Castellanos (2022)	-2.3848	-0.8502	11	210	388	10	2022	<b>Education for Sustainable Development (ESD): An Example of Curricular Inclusion in Environmental Engineering in Colombia</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 10	https://doi.org/10.3390/su14169866
118	Ahel (2023)	0.5641	2.3886	5	38	40	27	2023	<b>Education for sustainable development through research-based learning in an online environment</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2023<br>Citations: 27	https://doi.org/10.1108/ijshe-07-2021-0305
119	Yoshida (2022)	-0.3267	2.4121	6	54	61	3	2022	<b>Effects of Using World Indicators for Online ESD Learning</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 3	https://doi.org/10.3390/su142113919
120	Mammadova (2026)	-2.0178	-0.7612	11	13	13	0	2026	<b>Empowering student-led exchanges in biosphere reserves and geoparks: A policy framework for sustainable education in multiple UNESCO designated areas</b><br><i>Current Research in Environmental Sustainability</i><br>Year: 2026<br>Citations: 0	https://doi.org/10.1016/j.crsust.2025.100332
121	Álvarez-Vanegas (2024)	0.4429	2.4274	5	222	483	7	2024	<b>Empowering youth for sustainability in universities: service-learning and the willingness to act</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2024<br>Citations: 7	https://doi.org/10.1108/ijshe-03-2023-0073
122	Morales (2024)	0.3789	2.5227	5	121	160	4	2024	<b>Evaluation of the urban living lab in HEIs towards education for sustainable development (E-ULL-HEIs)</b><br><i>Frontiers in Education</i><br>Year: 2024<br>Citations: 4	https://doi.org/10.3389/feduc.2024.1412380
123	Singer-Brodowski (2022)	-1.2044	2.0342	7	47	55	55	2022	<b>Facing Crises of Unsustainability: Creating and Holding Safe Enough Spaces for Transformative Learning in Higher Education for Sustainable Development</b><br><i>Frontiers in Education</i><br>Year: 2022<br>Citations: 55	https://doi.org/10.3389/feduc.2022.787490
124	Muhonen (2024)	-1.2753	2.1443	7	192	385	7	2024	<b>Fostering Education for Sustainable Development in Higher Education: A Case Study on Sustainability Competences in Research, Development and Innovation (RDI)</b><br><i>Sustainability (Switzerland)</i><br>Year: 2024<br>Citations: 7	https://doi.org/10.3390/su162411134
125	Brassler (2021)	-1.2531	2.1781	7	222	565	61	2021	<b>Fostering Sustainability Knowledge, Attitudes, and Behaviours through a Tutor-Supported Interdisciplinary Course in Education for Sustainable Development</b><br><i>Sustainability (Switzerland)</i><br>Year: 2021<br>Citations: 61	https://doi.org/10.3390/su13063494
126	Ahmad (2025)	-1.3229	2.0529	7	68	74	0	2025	<b>From Practice to Professional Growth: Embedding Sustainability in Faculty Development Through the CoDesignS Framework</b><br><i>Sustainability (Switzerland)</i><br>Year: 2025<br>Citations: 0	https://doi.org/10.3390/su172411051
127	Leininger-Frezal (2023)	-1.3193	2.0933	7	134	178	12	2023	<b>Global Change Challenge in the Higher Education Curriculum on the Approach of Blended Learning</b><br><i>European Journal of Geography</i><br>Year: 2023<br>Citations: 12	https://doi.org/10.48088/ejg.c.lei.14.2.001.014
128	DeCamp (2024)	-1.3023	2.142	7	174	267	5	2024	<b>Integrating climate change across the disciplines: review of a faculty learning community and student climate literacy assessment model</b><br><i>Environmental Education Research</i><br>Year: 2024<br>Citations: 5	https://doi.org/10.1080/13504622.2024.2309588
129	Brassler (2025)	-0.4062	2.4071	6	101	122	0	2025	<b>Interdisciplinary learning for corporate social responsibility and sustainability across business and psychology</b><br><i>Discover Sustainability</i><br>Year: 2025<br>Citations: 0	https://doi.org/10.1007/s43621-025-02078-9
130	Levesque (2021)	-1.2326	2.1614	7	203	452	31	2021	<b>Organizational change for sustainability education: a case study of one university's efforts to create and implement institution-wide sustainability competencies</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2021<br>Citations: 31	https://doi.org/10.1108/ijshe-09-2019-0285
131	Curtis (2021)	-1.256	2.1571	7	200	510	19	2021	<b>Practice-Based Program Evaluation in Higher Education for Sustainability: A Student Participatory Approach</b><br><i>Sustainability (Switzerland)</i><br>Year: 2021<br>Citations: 19	https://doi.org/10.3390/su131910816
132	Rukspollmuang (2024)	-1.2739	2.1695	7	195	410	5	2024	<b>Promoting sustainability literacy for students in Thai higher education institution: a case of Siam University</b><br><i>International Journal of Comparative Education and Development</i><br>Year: 2024<br>Citations: 5	https://doi.org/10.1108/ijced-07-2023-0065
133	Orlović-Lovren (2020)	0.356	2.5203	5	161	226	49	2020	<b>Reflections on the learning objectives for sustainable development in the higher education curricula - three cases from the University of Belgrade</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2020<br>Citations: 49	https://doi.org/10.1108/ijshe-09-2019-0260
134	Brassler (2021)	-1.2614	2.199	7	161	295	33	2021	<b>Students’ innovation in education for sustainable development—a longitudinal study on interdisciplinary vs. Monodisciplinary learning</b><br><i>Sustainability (Switzerland)</i><br>Year: 2021<br>Citations: 33	https://doi.org/10.3390/su13031322
135	LeVasseur (2019)	-2.2287	-0.9129	11	65	81	11	2019	<b>Sustainability Literacy in a Time of Socio-Ecological Crisis: Using Reaccreditation as a Leverage Point for Innovation in Higher Education</b><br><i>Sustainability (Switzerland)</i><br>Year: 2019<br>Citations: 11	https://doi.org/10.3390/su11185104
136	Micklethwaite (2022)	-2.5469	-0.8786	11	25	28	23	2022	<b>Sustainable Design Masters: Increasing the Sustainability Literacy of Designers</b><br><i>Sustainability (Switzerland)</i><br>Year: 2022<br>Citations: 23	https://doi.org/10.3390/su14063255
137	Raj Adhikari (2024)	-2.3427	-0.8459	11	184	309	16	2024	<b>The context and concept of higher education for sustainable development: the case of Nepal</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2024<br>Citations: 16	https://doi.org/10.1108/ijshe-12-2021-0521
138	Al-Naqbi (2018)	-2.4088	-0.8548	11	81	134	188	2018	<b>The status of education for sustainable development and sustainability knowledge, attitudes, and behaviors of UAE University students</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2018<br>Citations: 188	https://doi.org/10.1108/ijshe-06-2017-0091
139	Maciąg (2025)	-1.2383	2.1183	7	150	211	0	2025	<b>Applying SSM to Reinvent Education for Sustainable Development for Future Managers: A Tale of Two Universities</b><br><i>Systemic Practice and Action Research</i><br>Year: 2025<br>Citations: 0	https://doi.org/10.1007/s11213-025-09750-1
140	Abner (2019)	0.6101	2.4621	5	54	59	17	2019	<b>Applying the ESD approach in textile and apparel education</b><br><i>International Journal of Sustainability in Higher Education</i><br>Year: 2019<br>Citations: 17	https://doi.org/10.1108/ijshe-02-2018-0029
